11111111111011110111101100,11111111111101101011101011
11111111111011111010011010,11111111111101010110111011
11111111111011110100011111,11111111111101011011111100
11111111111011101100001011,11111111111101101010111101
11111111111011100101011101,11111111111101011001001101
11111111111011100011000011,11111111111101000100010100
11111111111011100011110110,11111111111100111111001000
11111111111011100011101100,11111111111101001100001101
11111111111011101001001000,11111111111101001100100011
11111111111011101101011101,11111111111101001001110001
11111111111011110100111110,11111111111100111111001111
11111111111011111001100111,11111111111100111100011110
11111111111011111001010010,11111111111100111101101001
11111111111011110100001011,11111111111100111010000001
11111111111011101110010000,11111111111100111110111000
11111111111011101001100111,11111111111100111000100100
11111111111011101101011101,11111111111100110110101101
11111111111011110100000000,11111111111100100001101111
11111111111011111101110001,11111111111100110100010010
11111111111100000011110110,11111111111101001110100110
11111111111100001001010010,11111111111101000101111110
11111111111100001011000011,11111111111100111101011001
11111111111100000110100100,11111111111100111000000111
11111111111011111110000110,11111111111100111001101111
11111111111011110100111110,11111111111100110110110111
11111111111011101101001000,11111111111101001111011100
11111111111011101100000000,11111111111100110000101001
11111111111011101101110001,11111111111100011101100011
11111111111011110010000110,11111111111100010111011000
11111111111011110100110100,11111111111100011000001000
11111111111011110101010010,11111111111100100001101000
11111111111011110100101001,11111111111100011111010001
11111111111011110011001101,11111111111100100000000110
11111111111011110001010010,11111111111100011010100000
11111111111011101110111001,11111111111100010111110001
11111111111011101101001000,11111111111100010000010110
11111111111011101100000000,11111111111100001111101111
11111111111011101010100100,11111111111100010010100101
11111111111011101001111011,11111111111100010100110011
11111111111011101000110100,11111111111100001111001000
11111111111011100110010000,11111111111100010010100000
11111111111011100011101100,11111111111100010010010001
11111111111011100001011101,11111111111100010010100000
11111111111011100001100111,11111111111100001110001101
11111111111011100010100100,11111111111100001110010101
11111111111011100010010000,11111111111100100000111110
11111111111011100011001101,11111111111100010110111100
11111111111011100011110110,11111111111100011000010010
11111111111011100010010000,11111111111100011110110011
11111111111011100000011111,11111111111100010011001100
11111111111011100001100111,11111111111100000111111011
11111111111011100001011101,11111111111100001110110100
11111111111011100001001000,11111111111100001100110011
11111111111011100001010010,11111111111100010001010011
11111111111011011111110110,11111111111100010010110010
11111111111011100000001011,11111111111100010011010110
11111111111011100000001011,11111111111100010011100111
11111111111011011110111001,11111111111100010111000111
11111111111011100000010101,11111111111100010001101001
11111111111011100001110001,11111111111100010001011000
11111111111011100001100111,11111111111100011000000101
11111111111011100100001011,11111111111100000011110001
11111111111011100011100010,11111111111100010010011000
11111111111011100011000011,11111111111100011001010010
11111111111011100110101111,11111111111100010110000011
11111111111011101111001101,11111111111100001101101010
11111111111011110111101100,11111111111100001110111100
11111111111011111110101111,11111111111100100000000010
11111111111100000100110100,11111111111100101110101101
11111111111100001110010000,11111111111100101100101111
11111111111100010100010101,11111111111100101111010000
11111111111100010110111001,11111111111100110001010010
11111111111100011001100111,11111111111100110010101110
11111111111100011011101100,11111111111100101100000011
11111111111100011111011000,11111111111101001000000010
11111111111100100100110100,11111111111101000101011000
11111111111100101011001101,11111111111101000000001011
11111111111100101101010010,11111111111101000001111110
11111111111100101011011000,11111111111101000010010010
11111111111100100111100010,11111111111100101111000111
11111111111100100100001011,11111111111100110001101000
11111111111100100011100010,11111111111100110000100100
11111111111100100011000011,11111111111100110010100011
11111111111100100011101100,11111111111100110100010100
11111111111100100010000110,11111111111100111000010100
11111111111100011111110110,11111111111100111000101010
11111111111100011110101111,11111111111100111010010101
11111111111100011101100111,11111111111100111000110100
11111111111100011100111110,11111111111100110110010011
11111111111100011100111110,11111111111100110100011110
11111111111100011100010101,11111111111100110111000001
11111111111100011011000011,11111111111100111000000101
11111111111100011010101111,11111111111100110110111111
